pid,an,name,_date,caption,translation,student,keywords,manifest,thumbnail,full
343,10,Plate 343,,"Cornette unie, à pointes.","Solid cornett, with lappets.
",Emily Berger,"cornette, pointes",/img/derivatives/iiif/343/manifest.json,"/img/derivatives/iiif/images/343/full/250,/0/default.jpg","/img/derivatives/iiif/images/343/full/1140,/0/default.jpg"
344,10,Plate 344,,Turban en Pyramide. Schall foulard.,Pyramid turban. Scarf shawl.,Emily Berger,"pyramide, turban, schall, foulard",/img/derivatives/iiif/344/manifest.json,"/img/derivatives/iiif/images/344/full/250,/0/default.jpg","/img/derivatives/iiif/images/344/full/1140,/0/default.jpg"
345,10,Plate 345,,"Coeffure à Rézeau. Schall de Laine, Broché.","Hairstyle with a net. Shawl in wool, brocaded.",Emily Berger,"rézeau, schall, broché",/img/derivatives/iiif/345/manifest.json,"/img/derivatives/iiif/images/345/full/250,/0/default.jpg","/img/derivatives/iiif/images/345/full/1140,/0/default.jpg"
346,10,Plate 346,11 décembre 1803,Turban posé sur un Bandeau.,Turban fit under a headwrap.,Emily Cormack,"turban, bandeau",/img/derivatives/iiif/346/manifest.json,"/img/derivatives/iiif/images/346/full/250,/0/default.jpg","/img/derivatives/iiif/images/346/full/1140,/0/default.jpg"
347,10,Plate 347,,Tunique de grande parure.,Very formal tunic.,Emily Berger,"tunique, parure",/img/derivatives/iiif/347/manifest.json,"/img/derivatives/iiif/images/347/full/250,/0/default.jpg","/img/derivatives/iiif/images/347/full/1140,/0/default.jpg"
348,10,Plate 348,,1. Chapeaux de Velours. 2. Perruque Lisse. 3. Bonnets de Dentelle. 4. Capotes de Satin. 5. Demi-Paysanes. 6. Demi Bonnet garni en Tulle. 7. Chapeau de Paille. 8. Chapeau de Satin garni en Velours.,1. Velvet hats. 2. Smooth wig. 3. Lace bonnets. 4. Satin hoods. 5. Half-Cottages. 6. Half-bonnet decorated with Tulle. 7. Straw hat. 8. Satin hat decorated with velvet.,Emily Berger,"perruque, dentelle, bonnet",/img/derivatives/iiif/348/manifest.json,"/img/derivatives/iiif/images/348/full/250,/0/default.jpg","/img/derivatives/iiif/images/348/full/1140,/0/default.jpg"
349,10,Plate 349,11 décembre 1801,"Coiffure en Cheveux, ornée d'un Bandeau de Perles","Hair Headdress, ornamented with a Pearl Headband",Zoë Dostal,"perles, bandeau, hommes, redingottes",/img/derivatives/iiif/349/manifest.json,"/img/derivatives/iiif/images/349/full/250,/0/default.jpg","/img/derivatives/iiif/images/349/full/1140,/0/default.jpg"
350,10,Plate 350,,Chapeau de velours. Schall de Casimir Brodé.,Velvet hat. Shawl in embroidered light wool.,Emily Berger,"casimir, velour, chapeau",/img/derivatives/iiif/350/manifest.json,"/img/derivatives/iiif/images/350/full/250,/0/default.jpg","/img/derivatives/iiif/images/350/full/1140,/0/default.jpg"
351,10,Plate 351,,Coeffure ornée de Perles. Robe garnie en Crêpe.,Hairstyle ornamented with pearls. Dress decorated with crape.,Emily Berger,"perles, crêpe",/img/derivatives/iiif/351/manifest.json,"/img/derivatives/iiif/images/351/full/250,/0/default.jpg","/img/derivatives/iiif/images/351/full/1140,/0/default.jpg"
352,10,Plate 352,05 Janvier 1802,Schall de Drap. Bonnet du Matin.,Sheet shawl. Morning Bonnet.,Zoë Dostal,"drap, matin, schall",/img/derivatives/iiif/352/manifest.json,"/img/derivatives/iiif/images/352/full/250,/0/default.jpg","/img/derivatives/iiif/images/352/full/1140,/0/default.jpg"
353,10,Plate 353,31 décembre 1801 (?),Coeffure Asiatique. Tunique de grande Parure.,Asiatic hairstyle. Very formal tunic.,Jodi Mikesell,"asiatique, parure",/img/derivatives/iiif/353/manifest.json,"/img/derivatives/iiif/images/353/full/250,/0/default.jpg","/img/derivatives/iiif/images/353/full/1140,/0/default.jpg"
354,10,Plate 354,,Schall de Drap. Bonnet du Matin.,Wool broadcloth shawl. Morning bonnet.,Emily Berger,"schall, drap, matin, bonnet",/img/derivatives/iiif/354/manifest.json,"/img/derivatives/iiif/images/354/full/250,/0/default.jpg","/img/derivatives/iiif/images/354/full/1140,/0/default.jpg"
355,10,Plate 355,,Habit à Revers Boutonnés. Col dépassant la Cravatte.,Tail-coat with buttoned lapels. Collar higher than the neck-tie.,Emily Berger,"boutonnés, cravatte",/img/derivatives/iiif/355/manifest.json,"/img/derivatives/iiif/images/355/full/250,/0/default.jpg","/img/derivatives/iiif/images/355/full/1140,/0/default.jpg"
356,10,Plate 356,,Bonnet garni en Tulle. Fichu sur l’épaule.,Bonnet decorated with tulle. Handkerchief on the shoulder.,Emily Berger,"bonnet, tulle, fichu",/img/derivatives/iiif/356/manifest.json,"/img/derivatives/iiif/images/356/full/250,/0/default.jpg","/img/derivatives/iiif/images/356/full/1140,/0/default.jpg"
357,10,Plate 357,,"Bonnet du Matin, en Dentelle.","Morning bonnet, in lace.",Emily Berger,"bonnet, matin, dentelle",/img/derivatives/iiif/357/manifest.json,"/img/derivatives/iiif/images/357/full/250,/0/default.jpg","/img/derivatives/iiif/images/357/full/1140,/0/default.jpg"
358,10,Plate 358,,Turban Terre d’Egypte. Schall de Cachemire.,Terracotta-colored turban. Cashmere shawl.,Emily Berger,"terr d'egypte, cachemire",/img/derivatives/iiif/358/manifest.json,"/img/derivatives/iiif/images/358/full/250,/0/default.jpg","/img/derivatives/iiif/images/358/full/1140,/0/default.jpg"
359,10,Plate 359,1801,Chapeau à la Basile. Anglaise à trois collets,"Hat from Basel, English jacket with three collars",Brontë Hebdon,"basile, anglaise, collet",/img/derivatives/iiif/359/manifest.json,"/img/derivatives/iiif/images/359/full/250,/0/default.jpg","/img/derivatives/iiif/images/359/full/1140,/0/default.jpg"
360,10,Plate 360,,Chapeau Polonais. Douillette Anglaise.,Polish-style hat. English-style loose coat.,Emily Berger,"polonais, douillette, anglaise",/img/derivatives/iiif/360/manifest.json,"/img/derivatives/iiif/images/360/full/250,/0/default.jpg","/img/derivatives/iiif/images/360/full/1140,/0/default.jpg"
361,10,Plate 361,,Turban d’Etoffes Brochées.,Turban in brocaded fabrics.,Emily Berger,"turban, etoffes",/img/derivatives/iiif/361/manifest.json,"/img/derivatives/iiif/images/361/full/250,/0/default.jpg","/img/derivatives/iiif/images/361/full/1140,/0/default.jpg"
362,10,Plate 362,,Spencer de Satin garni en Cygne.,Satin spencer decorated with swans-down.,Emily Berger,"satin, spencer, cygne",/img/derivatives/iiif/362/manifest.json,"/img/derivatives/iiif/images/362/full/250,/0/default.jpg","/img/derivatives/iiif/images/362/full/1140,/0/default.jpg"
363,10,Plate 363,1802,Mise d'un Jeune Homme.,Outfit of a young man.,Barthélemy Glama,masculin,/img/derivatives/iiif/363/manifest.json,"/img/derivatives/iiif/images/363/full/250,/0/default.jpg","/img/derivatives/iiif/images/363/full/1140,/0/default.jpg"
364,10,Plate 364,,Turban de Gaze soufflée. Scahll d’Egypte.,Tuban of puffed gauze. Egyptian shawl.,Emily Berger,"turban, gaze, egypte",/img/derivatives/iiif/364/manifest.json,"/img/derivatives/iiif/images/364/full/250,/0/default.jpg","/img/derivatives/iiif/images/364/full/1140,/0/default.jpg"
365,10,Plate 365,,Turban Orné d’un Esprit. Schall de Drap.,Turban ornamented with an aigrette. Wool broadcloth shawl.,Emily Berger,"turban, esprit, drap, schall",/img/derivatives/iiif/365/manifest.json,"/img/derivatives/iiif/images/365/full/250,/0/default.jpg","/img/derivatives/iiif/images/365/full/1140,/0/default.jpg"
366,10,Plate 366,,"Bonnet-Turban, orné de Perles.","Bonnet-turban, ornamented with pearls.",Emily Berger,"bonnet, turban, perles",/img/derivatives/iiif/366/manifest.json,"/img/derivatives/iiif/images/366/full/250,/0/default.jpg","/img/derivatives/iiif/images/366/full/1140,/0/default.jpg"
367,10,Plate 367,,Chapeau à la Paméla.,Pamela-style hat.,Emily Berger,chapeau,/img/derivatives/iiif/367/manifest.json,"/img/derivatives/iiif/images/367/full/250,/0/default.jpg","/img/derivatives/iiif/images/367/full/1140,/0/default.jpg"
368,10,Plate 368,1802,Chapeau à la Russe. Bottes sans couture.,Russian-style hat. Seamless boots.,Barthélemy Glama,"russe, bottes, masculin",/img/derivatives/iiif/368/manifest.json,"/img/derivatives/iiif/images/368/full/250,/0/default.jpg","/img/derivatives/iiif/images/368/full/1140,/0/default.jpg"
369,10,Plate 369,,Chapeau en Polonaise de Satin.,Polish-style hat in satin.,Emily Berger,"polonaise, satin, chapeau",/img/derivatives/iiif/369/manifest.json,"/img/derivatives/iiif/images/369/full/250,/0/default.jpg","/img/derivatives/iiif/images/369/full/1140,/0/default.jpg"
370,10,Plate 370,,Costume de Bal.,Ball costume.,Emily Berger,bal,/img/derivatives/iiif/370/manifest.json,"/img/derivatives/iiif/images/370/full/250,/0/default.jpg","/img/derivatives/iiif/images/370/full/1140,/0/default.jpg"
371,10,Plate 371,,Chapeau de Satin. Palatine en Cygne.,Satin hat. Swansdown tippet.,Emily Berger,"satin, cygne, palatine",/img/derivatives/iiif/371/manifest.json,"/img/derivatives/iiif/images/371/full/250,/0/default.jpg","/img/derivatives/iiif/images/371/full/1140,/0/default.jpg"
372,10,Plate 372,,Diadème de Roses. Tunique de Bal.,Diadem in roses. Ball tunic.,Emily Berger,"diadème, rose, bal",/img/derivatives/iiif/372/manifest.json,"/img/derivatives/iiif/images/372/full/250,/0/default.jpg","/img/derivatives/iiif/images/372/full/1140,/0/default.jpg"
373,10,Plate 373,,Turban à Bandeau. Tunique à la Psyché.,Turban with headband. Psyché-style tunic.,Emily Berger,"turban, bandeau, psyché",/img/derivatives/iiif/373/manifest.json,"/img/derivatives/iiif/images/373/full/250,/0/default.jpg","/img/derivatives/iiif/images/373/full/1140,/0/default.jpg"
374,10,Plate 374,,Costume de bal.,Ball costume.,Emily Berger,bal,/img/derivatives/iiif/374/manifest.json,"/img/derivatives/iiif/images/374/full/250,/0/default.jpg","/img/derivatives/iiif/images/374/full/1140,/0/default.jpg"
375,10,Plate 375,,Turban en casque. Aigrette de Plumes follettes.,Turban in helmet. Aigrette of wispy feathers.,Emily Berger,"turban, casque, aigrette, plume",/img/derivatives/iiif/375/manifest.json,"/img/derivatives/iiif/images/375/full/250,/0/default.jpg","/img/derivatives/iiif/images/375/full/1140,/0/default.jpg"
376,10,Plate 376,,Voile noué en façon de Cravate.,Veil knotted in the manner of a neck-tie.,Emily Berger,"voile, cravate",/img/derivatives/iiif/376/manifest.json,"/img/derivatives/iiif/images/376/full/250,/0/default.jpg","/img/derivatives/iiif/images/376/full/1140,/0/default.jpg"
377,10,Plate 377,,Mise d’un Jeune Homme.,Young man’s outfit.,Emily Berger,jeune homme,/img/derivatives/iiif/377/manifest.json,"/img/derivatives/iiif/images/377/full/250,/0/default.jpg","/img/derivatives/iiif/images/377/full/1140,/0/default.jpg"
378,10,Plate 378,15 avril 1801,Bonnet du Matin.,Morning Bonnet.,Zoë Dostal,"femme artiste, turban, titus, Figaro, marmotte, anglaise",/img/derivatives/iiif/378/manifest.json,"/img/derivatives/iiif/images/378/full/250,/0/default.jpg","/img/derivatives/iiif/images/378/full/1140,/0/default.jpg"
379,10,Plate 379,,"Chapeau de Paille, Retroussé.","Straw hat, turned up.",Emily Berger,"chapeau, paille",/img/derivatives/iiif/379/manifest.json,"/img/derivatives/iiif/images/379/full/250,/0/default.jpg","/img/derivatives/iiif/images/379/full/1140,/0/default.jpg"
380,10,Plate 380,,Bonnet du Matin.,Morning bonnet.,Emily Berger,"bonnet, matin",/img/derivatives/iiif/380/manifest.json,"/img/derivatives/iiif/images/380/full/250,/0/default.jpg","/img/derivatives/iiif/images/380/full/1140,/0/default.jpg"
381,10,Plate 381,,Chapeau Retroussé. Canezou garni de Dentelle.,Turned up hat. Short jacket decorated with lace.,Emily Berger,"canezou, dentelle",/img/derivatives/iiif/381/manifest.json,"/img/derivatives/iiif/images/381/full/250,/0/default.jpg","/img/derivatives/iiif/images/381/full/1140,/0/default.jpg"
382,10,Plate 382,,Chapeau Retroussée sur le Côté.,Hat turned up on the side.,Emily Berger,"chapeau, retroussée",/img/derivatives/iiif/382/manifest.json,"/img/derivatives/iiif/images/382/full/250,/0/default.jpg","/img/derivatives/iiif/images/382/full/1140,/0/default.jpg"
383,10,Plate 383,,"1. Capote Anglaise en Perkale. 2. Turban à pointe pour passer sous le menton. 3. Voiles. 4. Chapeaux de Crêpe et Satin. 5. Chapeau à la Lisbeth, garnie d’un filet. 6. Capote plate à retroussis. 7. Chapeau à la hongroise. 8. Cornettes de nuit.",1. English hood in percale. 2. Turban with lappet to pass under the chin. 3. Veils. 4. Crape and satin hats. 6. Flat hood with turned up sides. 7. Hunagarian-style hat. 8. Night cornetts.,Emily Berger,"capote, perkale, turban",/img/derivatives/iiif/383/manifest.json,"/img/derivatives/iiif/images/383/full/250,/0/default.jpg","/img/derivatives/iiif/images/383/full/1140,/0/default.jpg"
384,10,Plate 384,,"Chapeau de Paille, à la savoyarde. Schall long, plié.","Straw hat, savoyard-style. Long shawl, folded.",Emily Berger,"savoyarde, schall",/img/derivatives/iiif/384/manifest.json,"/img/derivatives/iiif/images/384/full/250,/0/default.jpg","/img/derivatives/iiif/images/384/full/1140,/0/default.jpg"
385,10,Plate 385,,Capote Anglaise en Perkale. Schall à pointes étagées.,English hood in percale. Shawl with stepped points.,Emily Berger,"capote, anglaise, schall",/img/derivatives/iiif/385/manifest.json,"/img/derivatives/iiif/images/385/full/250,/0/default.jpg","/img/derivatives/iiif/images/385/full/1140,/0/default.jpg"
386,10,Plate 386,,Peigne sur le côté. Tunique de grande Parure.,Hair-comb on the side. Very formal tunic.,Emily Berger,"peigne, parure",/img/derivatives/iiif/386/manifest.json,"/img/derivatives/iiif/images/386/full/250,/0/default.jpg","/img/derivatives/iiif/images/386/full/1140,/0/default.jpg"
387,10,Plate 387,,Costume de grande Parure.,Very formal costume.,Emily Berger,parure,/img/derivatives/iiif/387/manifest.json,"/img/derivatives/iiif/images/387/full/250,/0/default.jpg","/img/derivatives/iiif/images/387/full/1140,/0/default.jpg"
388,10,Plate 388,,Voile posé à plat sur les Cheveux.,Veil placed flat on the hair.,Emily Berger,voile,/img/derivatives/iiif/388/manifest.json,"/img/derivatives/iiif/images/388/full/250,/0/default.jpg","/img/derivatives/iiif/images/388/full/1140,/0/default.jpg"
389,10,Plate 389,,"Turban à Bandeau. Robe de Crêpe noir, soufflé en argent.","Turban with headband. Dress in black crape, blown with silver.",Emily Berger,"turban, bandeau, crêpe",/img/derivatives/iiif/389/manifest.json,"/img/derivatives/iiif/images/389/full/250,/0/default.jpg","/img/derivatives/iiif/images/389/full/1140,/0/default.jpg"
390,10,Plate 390,9 or 14 juin 1802?,"Bonnet du Matin, garni en Tulle.","Morning bonnet, decorated in tulle.",Emily Cormack,"bonnet, tulle",/img/derivatives/iiif/390/manifest.json,"/img/derivatives/iiif/images/390/full/250,/0/default.jpg","/img/derivatives/iiif/images/390/full/1140,/0/default.jpg"
391,10,Plate 391,,Bonnet-Béguin. Tunique à la Mameluck. Robe Ronde.,"Biggin-Bonnet. Mameluck-style tunic, Round dress.",Emily Berger,"bonnet, béguin, giggin, mameluck, ronde",/img/derivatives/iiif/391/manifest.json,"/img/derivatives/iiif/images/391/full/250,/0/default.jpg","/img/derivatives/iiif/images/391/full/1140,/0/default.jpg"
392,10,Plate 392,,Tunique à Manches froncées.,Tunic with gathered sleeves.,Emily Berger,"tunique, manches",/img/derivatives/iiif/392/manifest.json,"/img/derivatives/iiif/images/392/full/250,/0/default.jpg","/img/derivatives/iiif/images/392/full/1140,/0/default.jpg"
393,10,Plate 393,,Cheveux à la Titus. Tunique à la Mameluck.,Titus-style hair. Mameluck-style tunic.,Emily Berger,"cheveux, mameluck",/img/derivatives/iiif/393/manifest.json,"/img/derivatives/iiif/images/393/full/250,/0/default.jpg","/img/derivatives/iiif/images/393/full/1140,/0/default.jpg"
394,10,Plate 394,,Fichu en Marmotte.,Marmot-style handkerchief.,Emily Berger,"fichu, marmotte",/img/derivatives/iiif/394/manifest.json,"/img/derivatives/iiif/images/394/full/250,/0/default.jpg","/img/derivatives/iiif/images/394/full/1140,/0/default.jpg"
395,10,Plate 395,,Voile en Guimpe. Tunique Croisée.,Veil in wimple. Wrapped tunic.,Emily Berger,"voile, tunique, guimpe",/img/derivatives/iiif/395/manifest.json,"/img/derivatives/iiif/images/395/full/250,/0/default.jpg","/img/derivatives/iiif/images/395/full/1140,/0/default.jpg"
396,10,Plate 396,,Cheveux à la Titus. Canezou-Mantelet.,Titus-style hair. Short jacket-bodice.,Emily Berger,"cheveux, canezou, mantelet",/img/derivatives/iiif/396/manifest.json,"/img/derivatives/iiif/images/396/full/250,/0/default.jpg","/img/derivatives/iiif/images/396/full/1140,/0/default.jpg"
397,10,Plate 397,,Mise d’un Jeune Homme.,Young Man’s Outfit.,Emily Berger,"mise, jeune homme",/img/derivatives/iiif/397/manifest.json,"/img/derivatives/iiif/images/397/full/250,/0/default.jpg","/img/derivatives/iiif/images/397/full/1140,/0/default.jpg"
398,10,Plate 398,,Capote de Taffetas piquée. Canezou à l’Anglaise.,Hood in piqué taffeta. Short English-style jacket.,Emily Berger,"capote, canezou, anglaise",/img/derivatives/iiif/398/manifest.json,"/img/derivatives/iiif/images/398/full/250,/0/default.jpg","/img/derivatives/iiif/images/398/full/1140,/0/default.jpg"
399,10,Plate 399,,"Chapeau de Paille, Bordé d’un Tulle.","Straw hat, bound in tulle.",Emily Berger,"paille, tulle",/img/derivatives/iiif/399/manifest.json,"/img/derivatives/iiif/images/399/full/250,/0/default.jpg","/img/derivatives/iiif/images/399/full/1140,/0/default.jpg"
400,10,Plate 400,,Capote Anglaise. Manches Bouffantes.,English hood. Puffed sleeves.,Emily Berger,"capote, anglaise, bouffantes",/img/derivatives/iiif/400/manifest.json,"/img/derivatives/iiif/images/400/full/250,/0/default.jpg","/img/derivatives/iiif/images/400/full/1140,/0/default.jpg"
401,10,Plate 401,,"Chapeau de Paille noire, surmonté d’un Fichu.","Black straw hat, topped with a handkerchief.",Emily Berger,"paille, fichu",/img/derivatives/iiif/401/manifest.json,"/img/derivatives/iiif/images/401/full/250,/0/default.jpg","/img/derivatives/iiif/images/401/full/1140,/0/default.jpg"
402,10,Plate 402,,Demi fichu servant de Coeffure. Tunique à l’Anglaise.,Half-handkerchief used as hairstyle. English-style tunic.,Emily Berger,"fichu, anglaise",/img/derivatives/iiif/402/manifest.json,"/img/derivatives/iiif/images/402/full/250,/0/default.jpg","/img/derivatives/iiif/images/402/full/1140,/0/default.jpg"
403,10,Plate 403,,Fichu en Marmotte. Redingotte garnie en Feston.,Handkerchief in Marmot. Overcoat decorated with scallops.,Emily Berger,"marmotte, redingotte, feston",/img/derivatives/iiif/403/manifest.json,"/img/derivatives/iiif/images/403/full/250,/0/default.jpg","/img/derivatives/iiif/images/403/full/1140,/0/default.jpg"
404,10,Plate 404,,Cornette à Mentonnière plisée. Fichu brodé en Or.,Cornett with pleated chinstrap. Handkerchief embroidered in gold.,Emily Berger,"cornette, mentonnière, lisé",/img/derivatives/iiif/404/manifest.json,"/img/derivatives/iiif/images/404/full/250,/0/default.jpg","/img/derivatives/iiif/images/404/full/1140,/0/default.jpg"
405,10,Plate 405,,Chapeau de Paille à fond de Satin. Fichu-guimpe.,Straw hat with satin crown. Handkerchief-wimple.,Emily Berger,"paille, satin, fichu, guimpe",/img/derivatives/iiif/405/manifest.json,"/img/derivatives/iiif/images/405/full/250,/0/default.jpg","/img/derivatives/iiif/images/405/full/1140,/0/default.jpg"
406,10,Plate 406,,Cannezou à Manches Larges. Fichu de Dentelle.,Short jacket with wide sleeves. Lace handkerchief.,Emily Berger,"cannezou, fichu, dentelle",/img/derivatives/iiif/406/manifest.json,"/img/derivatives/iiif/images/406/full/250,/0/default.jpg","/img/derivatives/iiif/images/406/full/1140,/0/default.jpg"
407,10,Plate 407,,Coeffure formée d’un fichu. Tunique à la Mameluck.,"Hairstyle made with a handkercheif. Mameluck-style tunic.
",Emily Berger,"coeffure, fichu, mameluck, tunique",/img/derivatives/iiif/407/manifest.json,"/img/derivatives/iiif/images/407/full/250,/0/default.jpg","/img/derivatives/iiif/images/407/full/1140,/0/default.jpg"
408,10,Plate 408,,Chapeau de Paille garni en Tulle. Robe à l’Anglaise.,Straw hat decorated in tulle. English-style dress.,Emily Berger,"paille, anglaise",/img/derivatives/iiif/408/manifest.json,"/img/derivatives/iiif/images/408/full/250,/0/default.jpg","/img/derivatives/iiif/images/408/full/1140,/0/default.jpg"
409,10,Plate 409,,Chapeau de Paille coupé sur le Cou. Collier à Camées.,Straw hat cut high on the neck. Necklace with cameos.,Emily Berger,"paille, chapeau, collier, camées",/img/derivatives/iiif/409/manifest.json,"/img/derivatives/iiif/images/409/full/250,/0/default.jpg","/img/derivatives/iiif/images/409/full/1140,/0/default.jpg"
410,10,Plate 410,,Cornette garnie en Tulle. Gorgerette à l’Anglaise. Manches à moitié Bouffantes.,Cornett decorated in tulle. English-style thrat-piece. Half-puffed sleeves.,Emily Berger,"cornette, gorgerette, anglaise",/img/derivatives/iiif/410/manifest.json,"/img/derivatives/iiif/images/410/full/250,/0/default.jpg","/img/derivatives/iiif/images/410/full/1140,/0/default.jpg"
411,10,Plate 411,,Chemise à Jabot. Pantalon et Guêtres de Nankin.,Shirt with jabot. Pants and gaiters in nankeen.,Emily Berger,"chemise, jabot, guêtre, nankin",/img/derivatives/iiif/411/manifest.json,"/img/derivatives/iiif/images/411/full/250,/0/default.jpg","/img/derivatives/iiif/images/411/full/1140,/0/default.jpg"
412,10,Plate 412,,Coeffure en Fichu.,Hairstyle in handkerchief.,Emily Berger,"coeffure, fichu",/img/derivatives/iiif/412/manifest.json,"/img/derivatives/iiif/images/412/full/250,/0/default.jpg","/img/derivatives/iiif/images/412/full/1140,/0/default.jpg"
413,10,Plate 413,,Chapeau-Capote. Manches à la Mameluck.,Hood-hat. Mameluck-style sleeves.,Emily Berger,"chapeau-capote, mameluck, manches",/img/derivatives/iiif/413/manifest.json,"/img/derivatives/iiif/images/413/full/250,/0/default.jpg","/img/derivatives/iiif/images/413/full/1140,/0/default.jpg"
414,10,Plate 414,,Coeffure à Chignon Relevé. Epingle en Caducée.,Hairstyle with raised bun. Caduceus hair-pin.,Emily Berger,"chignon, caducée, epingle",/img/derivatives/iiif/414/manifest.json,"/img/derivatives/iiif/images/414/full/250,/0/default.jpg","/img/derivatives/iiif/images/414/full/1140,/0/default.jpg"
415,11,Plate 415,,Chapeau de Satin. Tunique Ronde.,Satin hat. Round tunic.,Emily Berger,"satin, chapeau, tunique",/img/derivatives/iiif/415/manifest.json,"/img/derivatives/iiif/images/415/full/250,/0/default.jpg","/img/derivatives/iiif/images/415/full/1140,/0/default.jpg"
416,11,Plate 416,2 octobre 1802,Chevelure à demi Découverte.,Half-covered hairstyle. (?),Emily Cormack,chevelure,/img/derivatives/iiif/416/manifest.json,"/img/derivatives/iiif/images/416/full/250,/0/default.jpg","/img/derivatives/iiif/images/416/full/1140,/0/default.jpg"
417,11,Plate 417,,Turban orné d’un Pavot Carmin. Ceinture agrafé par devant.,Turban ornamented with deep red poppy. Belt fastened with an agraff in front.,Emily Berger,"turban, pavot, ceinture",/img/derivatives/iiif/417/manifest.json,"/img/derivatives/iiif/images/417/full/250,/0/default.jpg","/img/derivatives/iiif/images/417/full/1140,/0/default.jpg"
418,11,Plate 418,,Chapeau Américain. Culotte de peau. Fracque écourté.,American hat. Leather breeches. Shortened tail-coat.,Emily Berger,"chapeau, américain, fracque",/img/derivatives/iiif/418/manifest.json,"/img/derivatives/iiif/images/418/full/250,/0/default.jpg","/img/derivatives/iiif/images/418/full/1140,/0/default.jpg"
419,11,Plate 419,,Capote de Florence. Tunique de Mousseline brochée.,Hood from Florence. Tunic in brocaded muslin.,Emily Berger,"capote, tunique, florence, mousseline",/img/derivatives/iiif/419/manifest.json,"/img/derivatives/iiif/images/419/full/250,/0/default.jpg","/img/derivatives/iiif/images/419/full/1140,/0/default.jpg"
420,11,Plate 420,,Voile Rejetté en arrière. Manches à demi larges.,Veil thrown back. Half-wide sleeves.,Emily Berger,"voile, manches",/img/derivatives/iiif/420/manifest.json,"/img/derivatives/iiif/images/420/full/250,/0/default.jpg","/img/derivatives/iiif/images/420/full/1140,/0/default.jpg"
421,11,Plate 421,,Chevelure Relevée avec trois peignes. Fichu Canezou.,Hair raised with three hair-combs. Handkerchief short jacket.,Emily Berger,"chevelure, peigne, fichu, canezou",/img/derivatives/iiif/421/manifest.json,"/img/derivatives/iiif/images/421/full/250,/0/default.jpg","/img/derivatives/iiif/images/421/full/1140,/0/default.jpg"
422,11,Plate 422,27 octobre 1802,Turban à la Mameluck. Boucles d'Oreilles de Corail.,Mameluke Turban. Coral Earrings.,Zoë Dostal,"mameluck, turban, corail",/img/derivatives/iiif/422/manifest.json,"/img/derivatives/iiif/images/422/full/250,/0/default.jpg","/img/derivatives/iiif/images/422/full/1140,/0/default.jpg"
423,11,Plate 423,,Turban de Brocard. Schall de Drap.,Silk damask turban. Wool broadcloth shawl.,Emily Berger,"turban, brocard, schall, drap",/img/derivatives/iiif/423/manifest.json,"/img/derivatives/iiif/images/423/full/250,/0/default.jpg","/img/derivatives/iiif/images/423/full/1140,/0/default.jpg"
424,11,Plate 424,6 novembre 1802,Coiffure ornée d'une Flèche et d'un Peigne renversé.,Headdress ornamented with an arrow and a reversed comb,Zoë Dostal,"flèche, peigne, titus, femme artiste",/img/derivatives/iiif/424/manifest.json,"/img/derivatives/iiif/images/424/full/250,/0/default.jpg","/img/derivatives/iiif/images/424/full/1140,/0/default.jpg"
425,11,Plate 425,6 novembre 1802,Voile et Tunique à la Vestale.,Vestal-style veil and tunic.,Zoë Dostal,"récamier, vestale",/img/derivatives/iiif/425/manifest.json,"/img/derivatives/iiif/images/425/full/250,/0/default.jpg","/img/derivatives/iiif/images/425/full/1140,/0/default.jpg"
426,11,Plate 426,,Turban de Batiste. Corsage et Manches Drapés.,Batiste turban. Draped bodice and sleeves.,Emily Berger,"turban, batiste, corsage, manches",/img/derivatives/iiif/426/manifest.json,"/img/derivatives/iiif/images/426/full/250,/0/default.jpg","/img/derivatives/iiif/images/426/full/1140,/0/default.jpg"
427,11,Plate 427,,Chapeau-Turban. Croix entourée de Perles fines.,Hat-turban. Cross surrounded by fine pearls.,Emily Berger,"chapeau, turban, perles",/img/derivatives/iiif/427/manifest.json,"/img/derivatives/iiif/images/427/full/250,/0/default.jpg","/img/derivatives/iiif/images/427/full/1140,/0/default.jpg"
428,11,Plate 428,,"Chapeau de Castor. Amazone de casimir.
",Beaver hat. Riding-dress in fine wool.,Emily Berger,"chapeau, castor, amazône, casimir",/img/derivatives/iiif/428/manifest.json,"/img/derivatives/iiif/images/428/full/250,/0/default.jpg","/img/derivatives/iiif/images/428/full/1140,/0/default.jpg"
429,11,Plate 429,,Chapeau à Bord retrousée. Schall Turc.,Hat with upturned brim. Turkish shawl.,Emily Berger,"chapeau, schall, turc, bord",/img/derivatives/iiif/429/manifest.json,"/img/derivatives/iiif/images/429/full/250,/0/default.jpg","/img/derivatives/iiif/images/429/full/1140,/0/default.jpg"
430,11,Plate 430,,Capote Anglaise.,English hood.,Emily Berger,"anglaise, capote",/img/derivatives/iiif/430/manifest.json,"/img/derivatives/iiif/images/430/full/250,/0/default.jpg","/img/derivatives/iiif/images/430/full/1140,/0/default.jpg"
431,11,Plate 431,,Fichu de Tulle Brodée. Manches à la Mameluck.,Handkerchief in embroidered tulle. Mameluck-style sleeves.,Emily Berger,"fichu, manches, mameluck",/img/derivatives/iiif/431/manifest.json,"/img/derivatives/iiif/images/431/full/250,/0/default.jpg","/img/derivatives/iiif/images/431/full/1140,/0/default.jpg"
